Event	ID	Name			Wwise Object Path	Notes
	27047464	airplane_loop			\Default Work Unit\SFXs\3D objects\airplane_loop	
	65816966	tool_picked_up			\Default Work Unit\SFXs\Tools\tool_picked_up	
	254264362	seal_land			\Default Work Unit\seal\seal_land	
	516816362	penguin_death_excavator			\Default Work Unit\penguin\deaths\penguin_death_excavator	
	540083679	penguin_death_pit_drowning			\Default Work Unit\penguin\deaths\penguin_death_pit_drowning	
	554915610	penguin_get_up			\Default Work Unit\penguin\penguin_get_up	
	585790082	seal_spawn			\Default Work Unit\seal\seal_spawn	
	823784186	penguin_slide_loop			\Default Work Unit\penguin\slide\penguin_slide_loop	
	913448855	seal_death_excavator			\Default Work Unit\seal\deaths\seal_death_excavator	
	926172193	play_sawblade			\Default Work Unit\TEST\play_sawblade	
	959070942	trap_pit_spikes_triggered			\Default Work Unit\SFXs\Traps\trap_pit_spikes_triggered	
	1037802744	penguin_tool_change_lane_used			\Default Work Unit\penguin\Interactions\penguin_tool_change_lane_used	
	1049400906	shop_get_currency			\Default Work Unit\ui\shop_get_currency	
	1191246039	penguin_edge_fall			\Default Work Unit\penguin\penguin_edge_fall	
	1242989296	unmute_master			\Default Work Unit\settings\unmute_master	
	1250089922	button_pressed			\Default Work Unit\ui\button_pressed	
	1336860092	trap_excavator_triggered			\Default Work Unit\SFXs\Traps\trap_excavator_triggered	
	1345721513	tool_change_lane_placed			\Default Work Unit\SFXs\Tools\tool_change_lane_placed	
	1457793291	music_state_in_game			\Default Work Unit\settings\music\music_state_in_game	
	1511485381	move_test			\Default Work Unit\TEST\move_test	
	1548142744	tool_jump_triggered			\Default Work Unit\SFXs\Tools\tool_jump_triggered	
	1577955597	penguin_celebrate			\Default Work Unit\penguin\penguin_celebrate	
	1649917113	pickup_currency			\Default Work Unit\SFXs\Pickups\pickup_currency	
	1767969117	penguin_move			\Default Work Unit\penguin\movement\penguin_move	
	1822983891	trap_pit_trash_triggered			\Default Work Unit\SFXs\Traps\trap_pit_trash_triggered	
	1883663240	jump_test			\Default Work Unit\TEST\jump_test	
	1943522492	seal_death_pit_drowning			\Default Work Unit\seal\deaths\seal_death_pit_drowning	
	1995024202	end_screen_star_spawn			\Default Work Unit\ui\end sreen\end_screen_star_spawn	
	2001381670	penguin_death_spikes			\Default Work Unit\penguin\deaths\penguin_death_spikes	
	2088991191	end_screen_spawn			\Default Work Unit\ui\end sreen\end_screen_spawn	
	2220048805	seal_jump			\Default Work Unit\seal\seal_jump	
	2376935833	trap_wire_loop			\Default Work Unit\SFXs\Traps\trap_wire_loop	
	2479484064	penguin_slide_takeoff			\Default Work Unit\penguin\slide\penguin_slide_takeoff	
	2487352075	trap_excavator_loop			\Default Work Unit\SFXs\Traps\trap_excavator_loop	
	2495070883	mute_master			\Default Work Unit\settings\mute_master	
	2620900526	seal_move			\Default Work Unit\seal\seal_move	
	2674130862	seal_edge_fall			\Default Work Unit\seal\seal_edge_fall	
	2677805925	tool_returned_to_toolbar			\Default Work Unit\SFXs\Tools\tool_returned_to_toolbar	
	2713534190	pickup_fly_to_score			\Default Work Unit\SFXs\Pickups\pickup_fly_to_score	
	2717875216	tool_global_freeze_time_stopping			\Default Work Unit\SFXs\Tools\tool_global_freeze_time_stopping	
	2741649490	mute_music			\Default Work Unit\settings\music\mute_music	
	2948163585	penguin_tool_jump_used			\Default Work Unit\penguin\Interactions\penguin_tool_jump_used	
	3054427212	pickup_add_to_score			\Default Work Unit\SFXs\Pickups\pickup_add_to_score	
	3095703759	penguin_death_electrocution			\Default Work Unit\penguin\deaths\penguin_death_electrocution	
	3165641387	penguin_spawn			\Default Work Unit\penguin\penguin_spawn	
	3375059786	end_screen_pickup_count			\Default Work Unit\ui\end sreen\end_screen_pickup_count	
	3430637553	egg_hatching			\Default Work Unit\SFXs\egg_hatching	
	3443752665	trap_wall_spikes_triggered			\Default Work Unit\SFXs\Traps\trap_wall_spikes_triggered	
	3505549277	seal_death_spikes			\Default Work Unit\seal\deaths\seal_death_spikes	
	3508380305	end_screen_count_up			\Default Work Unit\SFXs\Pickups\end_screen_count_up	
	3715428614	seal_death_electrocution			\Default Work Unit\seal\deaths\seal_death_electrocution	
	3725903807	music_start			\Default Work Unit\settings\music\music_start	
	3727230871	penguin_slide_end			\Default Work Unit\penguin\slide\penguin_slide_end	
	3746285319	penguin_react			\Default Work Unit\penguin\penguin_react	
	3766366598	penguin_move_voice			\Default Work Unit\penguin\movement\penguin_move_voice	
	3857193422	music_state_menu			\Default Work Unit\settings\music\music_state_menu	
	3876505889	penguin_land			\Default Work Unit\penguin\penguin_land	
	4165526132	tool_global_freeze_time_starting			\Default Work Unit\SFXs\Tools\tool_global_freeze_time_starting	
	4274899430	trap_wire_triggered			\Default Work Unit\SFXs\Traps\trap_wire_triggered	

Game Parameter	ID	Name			Wwise Object Path	Notes
	3855315365	count_up_pitch			\Default Work Unit\count_up_pitch	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6671893	footstep_snow_10	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\footstep_snow_10_6466CEE7.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\movement\snow\snow2\footstep_snow_10		6886
	9698731	penguin_1-26	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\penguin_1-26_70A67862.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\penguin_get_up\penguin_1-26		6304
	25802924	footsteps_sandy_7	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\footsteps_sandy_7_0B77C92B.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\movement\snow\snow1\footsteps_sandy_7		4718
	27554006	end_screen_star_spawn	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\star spawn_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\end_screen_star_spawn		6505
	41600899	takeoff_1	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\takeoff_1_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\slide\takeoff_1		4097
	49555082	pickup_fly_to_score	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\metal_hit_1_3DA171AB.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFXs\Pickups\count_up\pickup_fly_to_score		14075
	52665981	penguin_1-32	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\penguin_1-32_3359461A.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\penguin_get_up\penguin_1-32		7336
	54736795	penguin_1-55	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\penguin_1-55_EE539584.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\penguin_celebrate\penguin_1-55		11050
	65922487	fall_thump_1	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\fall_thump_1_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\slide\fall_thump_1		3619
	74584646	penguin_1-70	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\penguin_1-70_BE257E1A.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\penguin_spawn\penguin_1-70		5596
	103571485	footstep_snow_2	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\footstep_snow_2_A5823369.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\movement\snow\snow2\footstep_snow_2		5856
	111494442	footstep_snow_5	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\footstep_snow_5_ECF9BDE7.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\movement\snow\snow2\footstep_snow_5		6315
	137583611	penguin_1-95	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\penguin_1-95_C750B3B6.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\penguin_jump_used\penguin_1-95		2581
	139452654	penguin_death_2	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\penguin_1-01_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\deaths\death voice\penguin_death_2		5267
	152403861	penguin_death_3	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\penguin_1-94_6D096DC9.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\deaths\death voice\penguin_death_3		2680
	197931819	footsteps_sandy_6	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\footsteps_sandy_6_26875E4F.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\movement\snow\snow1\footsteps_sandy_6		4681
	202733313	footsteps_sandy_5	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\footsteps_sandy_5_0140617D.wem		\Actor-Mixer Hierarchy\Default Work Unit\penguin\movement\snow\snow1\footsteps_sandy_5		4315
	203007558	airplane_loop	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\68969__abel-k__tumble-dryer_ED46B2C6.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFXs\3D objects\airplane_loop		71356
	219864817	change_lane_placed_1	C:\Users\student\Documents\DADIU_Graduation\Graduation_Game\Wwise penguin panic\.cache\Android\SFX\bridge_place_1_BC297485.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFXs\Tools\change lane\change_lane_placed_1		11343
